MLS Number	Property Status	List Price	Original List Price	Street #	Street Name	Dir	Unit #	City	State	Zip Code	Subdivision	Block	Lot Number	County	Area	Parcel #	Page #	Tax $	CC&R	HOA	HO Tax Exemption	Total Annual Fees $	Transfer Fees $	LID	LID Amount $	LID Assessment	State Lease	State Lease #	State Lease Annual Fee $	Legal	Acres	Lot Width	Lot Length	Paved Street	Winter Access	Electric	Propane Tank	Propane Tank Location	Propane Tank Ownership	Bedrooms	Total Baths	Full Baths	Half Baths	3/4 Baths	Apx Fin SqFt	Age	Level	Year Built	Remodeled	Year Remodeled	Basement	Phone	Garage	Carport	Mobile Home Make/Year	Excluded Items	Additional Features	Adjacent To	Construction	Dock	Foundation	Heat	Included in Sale	Power	Road Maintenance	Roof	Sewer	Siding	Topography	Water	Water Proximity	View	Access To	Zone	Showing Instructions	Directions	Public Remarks	Agent Remarks	Office Only Remarks	Sold Price	Closed Date	Days on Market	Property Type
"540613"	"S"	"1449000"	"1449000"	"740 "	"Village Drive"	""	"203"	"Donnelly"	"ID"	"83615"	"Tamarack Resort Village Plaza Condominium"	""	""	"Valley"	"Tamarack"	"RP005406020030"	""	"3297.00"	"Yes"	"Yes"	"No"	""	""	"Yes"	""	""	"No"	""	""	" TAMARACK RESORT VILLAGE PLAZA CONDOMINIUMS UNIT 60203"	"0.0000"	""	""	"Yes"	"Yes"	""	""	""	""	"2"	"2.5"	""	""	""	"1305"	"New-Never Occupied"	"Single Level"	"2023"	""	""	""	""	"Two"	"None"	""	""	""	""	"Brick/Block"	""	""	""	""	""	""	"Composition"	"NLSD"	""	""	"NLSD"	""	""	""	""	"LA Must Accompany"	"West Mountain to Village Dr"	""	""	""	"1449000"	"1/12/2024"	"2"	"RR"
"540614"	"S"	"374900"	"399900"	"505"	"Rowland Street"	""	""	"McCall"	"ID"	"83638"	"Lardo"	"12"	"11 & 12"	"Valley"	"McCall City"	"RPM0128012011C/RPM012801201A"	""	"1125.18"	"No"	"No"	"No"	""	""	"No"	""	""	"No"	""	""	"See in Docs"	"0.1700"	""	""	"Yes"	"Yes"	""	"No"	""	""	"1"	"1"	"1"	"0"	"0"	"384"	"81+ Years"	"Two Stories"	"1940"	"Yes"	"1986"	""	""	"None"	"None"	""	""	"Road Frontage"	""	"Frame"	""	"Concrete Perimeter"	"Elec Baseboard, Wall Heater, Wood Stove"	"Dryer, Furniture, Microwave, Refrigerator, Washer, Window Treatments, Wood Stove"	"110 Volts, 220 Volts"	"City"	"Metal"	"NLSD"	"Wood Siding"	"Level"	"Public"	"Payette Lake, Payette River"	""	""	"Res - 8 Homes/Ac"	"Call Listing Agent"	"From Lake Street (Across from Shore Lodge) turn onto Lakeside Avenue, south on to Rowland Street. Home is on the left. "	"Vintage cabin built in 1940. A true McCall classic. This cabin was moved in 2022 from Lake Street to Rowland Street. It is 384 Square feet - 1 bed 1 bath. No CC&R's, no HOA. No restrictions on short term rentals. Very close to Payette Lake, Payette River, Shore Lodge and Brundage Ski Resort. Sold furnished with everything inside! It is ready for your McCall adventures to begin! "	"Please call listing agent for showings - owner occasionally uses the property. Please remove shoes outside. Record of survey was completed joining lots 11 and 12. "	""	"350000"	"4/11/2024"	"85"	"RR"
"540616"	"S"	"1949000"	"1949000"	"333"	"Running Horse Drive"	""	"A4"	"McCall"	"ID"	"83638"	"Running Horse"	""	""	"Valley"	"McCall City"	"TBD"	""	"0.00"	"Yes"	"Yes"	"No"	"4200.00"	""	"No"	""	""	"No"	""	""	"Running Horse Subdivision Unit A4"	"0.0600"	""	""	"Yes"	"Yes"	"Underground"	"Yes"	"Underground"	"Leased"	"4"	"3"	"1"	""	"2"	"2299"	"New-Never Occupied"	"Two Stories"	"2023"	""	""	""	""	"Two"	"None"	""	""	"Propane Tank, Vaulted Ceilings, Central Air"	"Lake"	"Frame"	""	"Concrete Perimeter"	"Elec Forced Air, Propane Fire Place"	"Dishwasher, Disposal, Microwave, Range/Oven, Refrigerator"	"110 Volts, 220 Volts"	"Association"	"Metal"	"PLSWD"	"Metal Siding, Wood Siding, Hard Plank"	""	"Public"	"Payette Lake"	"Lake"	""	"Res - 4 Homes/Ac"	"Call Listing Agent"	"From West Lake Street turn south on Mather Road, left on Forest Street, left on Running Horse Drive. "	"Brand New Construction! Views of Payette Lake are just one of the amazing features of this new construction mountain modern home located south of Rotary Park (Rotary Park offers a public beach and swim lanes - directly across Lake Street from this property). Walkable distance to Shore Lodge and downtown McCall. This 4 bed 3 bath home features most of the living space on the second floor to take in the views of Payette Lake. Large second story deck s the perfect place to enjoy the views.  Energy seal insulation, quartz countertops, custom cabinetry, white oak flooring, and much much more. This new subdivision is 13 homes in total. The HOA covers road maintenance of the private road, snow removal and landscaping. Construction of all units is began in 2022 and will complete in 2024/2025. * Some listing photos are renderings - siding exteriors will not be exact. * Property has not yet been assessed for tax purposes. All sewer upgrades are complete - all units are now able to hook into the sewer district. This unit is under construction - almost complete! "	""	""	"1924000"	"4/17/2024"	"91"	"RR"
"540624"	"S"	"799900"	"799900"	"321"	"Running Horse Drive"	""	"B6"	"McCall"	"ID"	"83638"	"Running Horse"	""	""	"Valley"	"McCall City"	"TBD"	""	"0.00"	"Yes"	"Yes"	"No"	"0.00"	""	"No"	""	""	"No"	""	""	"Running Horse Subdivision Unit B6"	"0.0490"	""	""	"Yes"	"Yes"	"Underground"	"Yes"	"Underground"	"Leased"	"3"	"3"	"2"	"1"	""	"1990"	"Under Construction"	"Two Stories"	"2024"	""	""	""	""	"Two"	"None"	""	""	"Propane Tank, Central Air"	"Lake"	"Frame"	""	"Concrete Perimeter"	"Elec Forced Air, Propane Fire Place"	"Dishwasher, Disposal, Microwave, Range/Oven, Refrigerator"	"110 Volts, 220 Volts"	"Association"	"Metal"	"PLSWD"	"Metal Siding, Wood Siding, Hard Plank"	""	"Public"	"Payette Lake"	""	""	"Res - 4 Homes/Ac"	"Lockbox/Show Anytime"	"From West Lake Street turn south on Mather Road, left on Forest Street, left on Running Horse Drive. "	"This is a Local Housing Unit - Deed Restricted. It can only be purchased by a local resident that lives and works in the area full time, is a full time retired resident, or by an investor that long term rents to a local resident - no exceptions! New Construction with a mountain modern flare. The home located south of Rotary Park (Rotary Park offers a public beach and swim lanes - directly across Lake Street from this property). Walkable distance to Shore Lodge and downtown McCall. This 3 bed 3 bath home features most of the living space on the second floor to take in filtered view of Payette Lake. This new subdivision is 13 homes in total - this unit is the only local housing unit. No HOA dues or set up fee for this unit. The HOA covers road maintenance of the private road, snow removal and landscaping. Construction of all units is began in 2022 and will complete in 2024/2025.  * Property has not yet been assessed for tax purposes. This unit is under construction - almost complete - 8 weeks from the time of an accepted contract. Buyer can chose some finishes - choices to be provided by the seller during construction. "	"Please see Restrictive Covenants - Deed Restriction and Builders Warranty in Docs. Both will be acknowledged with signatures with the P&S. Please do now show this home to anyone that doesn't meet the criteria defined in the deed restriction. "	""	"815000"	"4/11/2024"	"81"	"RR"
"540645"	"S"	"1895000"	"1895000"	"305"	"Otter Pond Lane"	""	""	"McCall"	"ID"	"83638"	"Jug Mountain Ranch Phase 2"	"2"	"7"	"Valley"	"McCall West"	"RP005590020070"	""	"502.02"	"No"	"Yes"	"No"	"2500.00"	"2.00"	"No"	""	""	"No"	""	""	"Jug Mountain Ranch P.U.D., Phase 2 Lot 7 Block 2"	"0.5890"	"irr"	"irr"	"Yes"	"Yes"	"Underground"	"Yes"	"Underground"	"Owned"	"3"	"3.5"	"3"	"1"	""	"3524"	"New-Never Occupied"	"Two Stories"	"2024"	""	""	"No"	""	"Two"	"None"	""	"Seller's personal property and staging items."	"Propane Tank, Vaulted Ceilings, Air Conditioning, Central Air"	"Golf Course, Other"	"Frame, Other"	""	""	"Propane Forced Air"	"Dishwasher, Disposal, Microwave, Range/Oven, Refrigerator"	""	""	"Composition"	"City"	""	""	"Community"	"Lake Cascade, Payette Lake, Pond"	"Golf Course, Mountains, Valley, Pond"	"Golf Course, Public Lands, Other"	""	"Call Listing Agent, Notice Required"	"S on Hwy 55 from McCall, E on Lake Fork Dr, Continue onto Jug Mtn Ranch Rd, N on Otter Pond."	"Escape to this 4-season haven nestled in the McCall's wilderness overlooking a pond on just over 1/2 an acre and within walking distance to the driving range and new 3 par course! This residence boasts an unparalleled location surrounded by Jug Mountain Ranch Golf Course, Tamarack, and scenic Payette and Lake Cascade. Soaring ceilings, wood beams, and hardwood flooring welcome you into the sunlit home with large windows highlighting wilderness views. The heart of this home is a chef's dream, featuring Thermador appliances, double oven, built-in gas stovetop, and stunning quartz island. Entertain effortlessly with a wine fridge and a spacious walk-in pantry. The ensuite is a true retreat with heated floors, a soaker tub, and a steam/sauna shower feature. Elevate your lifestyle with a bonus room above the garage and a conditioned crawl space with a hot water circulator ensuring efficiency. The meticulously crafted patio has been wired for a hot tub and offers 360* views. Tour this exceptional luxury retreat!"	"CALL OR TEXT LISTING AGENT TROY PERRY (208) 861-9858, then show! Seller offering 40k Landscape credit.  Email all offers to Troy@perryelite.com. Please allow 48 hours for offer response. Seller off Seller prefers title with Christy Gerber at Venture Title & Escrow, Meridian ID. Setup/Transfer Fee is 2% of sales price. BTVAI."	""	"1895000"	"2/29/2024"	"28"	"RR"
"540651"	"S"	"589900"	"589900"	"12821 "	"Cascade Drive"	""	""	"Donnelly"	"ID"	"83615"	"Wagon Wheel Ranch 2"	"2"	"18"	"Valley"	"Donnelly West"	"RP 002870020180"	""	"1790.00"	"Yes"	"Yes"	"No"	"45.00"	""	"No"	""	""	"No"	""	""	"Wagon Wheel Ranch#2, Lot 18, Bk 2"	"0.4590"	"90"	"225"	"Yes"	"Yes"	"Overhead"	"Yes"	"Above Ground"	"Leased"	"3"	"2"	"2"	""	""	"1872"	"11 - 20 Years"	"Two Stories"	"2006"	"No"	""	"No"	"Yes"	"None"	"None"	""	"all Personal Items"	"Primary Bedroom on Main, Propane Tank"	""	"Frame"	"None"	"Concrete Perimeter"	"Elec Forced Air, Propane Fire Place"	"Dishwasher, Disposal, Dryer, Furniture, Microwave, Range/Oven, Refrigerator, Washer, Window Treatments"	"110 Volts, 220 Volts"	"County"	"Metal"	"NLSD"	"Vinyl Siding"	"Level"	"Well"	"Lake Cascade"	""	""	""	"Call Listing Agent"	"West on Loomis Lane, left on Spring Valley Rd, right on Lake Trail, right on Cascade Dr, 2nd home on the left"	"Wonderful Donnelly cabin close to Lake Cascade. Minutes away from the Boulder Creek boat ramp and picnic area. Perfect family mountain retreat for skiing, boating, snowmobiling or just relaxing in a quiet spot next to the fire pit. This cozy, well cared for cabin has 3 bedrooms and 2 full baths along with an extra bunk room with a sitting area to watch a movie or relax and read a book.  New appliances and window coverings. Each bedroom and the bunkroom have a walkout deck with a large sitting area. Separate laundry room upstairs. Storage shed, large yard (almost 1/2 ac Lot) with fire pit and picnic area. Lots of parking space for snow mobile trailers, boats or RVs. Just a few minutes to the lake and boat ramp. 15 minutes to Tamarack Resort. This is a great year-round cabin. Perfect set up for vacation rental. Best of all, it comes FULLY FURNISHED complete with linens and kitchen utensils. Just bring your suitcase and enjoy your mountain retreat.!"	" Please use foot booties ( provided inside the front door ) or remove your shoes while showing. Call listing agent prior to showings 208-315-0844. This is a turn key property. Includes ALL furnishings."	""	"589000"	"3/7/2024"	"32"	"RR"
"540662"	"S"	"639900"	"639900"	"702"	"Brown Circle"	""	""	"McCall"	"ID"	"83638"	"Hoff and Brown"	""	"12"	"Valley"	"McCall City"	"RPM01100000120"	""	"1963.00"	"No"	"No"	"Yes"	"0.00"	""	"No"	""	""	"No"	""	""	"HOFF & BROWN FIRST ADDITION (AMENDED PLAT) LOT 12 OF THE AMENDED PORTION OF BLOCK 1 "	"0.1720"	""	""	"Yes"	"Yes"	"Underground"	""	""	""	"3"	"2"	"2"	""	""	"1545"	"51 - 80 Years"	"Single Level"	"1958"	"Yes"	""	"No"	"Yes"	"None"	"None"	""	"Personal Property"	"Primary Bedroom on Main, Vaulted Ceilings, Fuel Tank Above Ground, Road Frontage, Surveyed, Central Air"	""	"Frame"	"None"	"Concrete Perimeter"	"Fireplace Insert, Oil Forced Air"	"Dishwasher, Disposal, Dryer, Microwave, Range/Oven, Refrigerator, Washer, Window Treatments"	"110 Volts, 220 Volts"	"City"	"Composition"	"PLSWD"	"Wood Siding"	"Level, Road Frontage, Surveyed, Wooded"	"Public"	""	"Wooded"	""	"Res - 4 Homes/Ac"	"Call Listing Agent, Lockbox/Show Anytime"	"From W. Lake, S. on Mission at light to Idaho St Left, left on Brown to home on left."	"Character and charm, close to everything, on a quiet cul de sac just a few blocks to downtown, parks, the lake, library, restaurants, shopping, high school, hospital, skate park, bike and walking paths.  This home has been meticulously maintained, has 3 bedrooms, 2 baths with a comfortable living room with wood burning fireplace, forced air heating, kitchen with tile backsplash & under cabinet lighting, dining area with a sliding door to the back deck, and an office/den. Remodeled in 2013, updated and cared for since, this mid century modern home features exposed beams, clear fir paneling throughout, solid pine doors, covered entry with paver pathway, and many windows providing natural light. A sloped hill behind the back yard adds privacy. A side yard rock retaining wall, mature trees and low maintenance well cared for landscaping with backyard storage shed create an outdoor space as inviting as inside. Appliances are included, and home is ready to move in."	"Easy to show any time - please call or text Mike 208-315-2945 for appointment first, then you may use Sentrilock lockbox.  Please remove shoes when showing, thank you."	""	"639900"	"3/11/2024"	"33"	"RR"
"540671"	"S"	"749000"	"749000"	"213 "	"Rio Vista Boulevard"	""	""	"McCall"	"ID"	"83638"	"None"	""	""	"Valley"	"McCall City"	"RPM00000173480"	""	"2201.32"	"No"	"No"	"Yes"	""	""	"No"	""	""	"No"	""	""	"McCall Acreage, E. 196Ft of W/2 SEC4 NW4 NW 4 LESS North 30ft S17 T18N R3E"	"2.8400"	"196''"	"637'"	"Yes"	"Yes"	""	"No"	""	""	"3"	"2"	""	""	""	"1288"	"51 - 80 Years"	"Single Level"	"1969"	""	""	""	""	"Two"	"None"	""	"Seller's personal property"	"Primary Bedroom on Main, Horses Permitted"	""	"Frame"	"None"	"Concrete Perimeter"	"Elec Baseboard, Wood Stove"	"Dishwasher, Dryer, Range/Oven, Refrigerator, Washer, Wood Stove"	""	"City"	"Metal"	"City"	"Wood Siding"	"Level, Road Frontage"	"Well"	"Payette Lake"	""	""	""	"Lockbox/Show Anytime"	"Hwy 55, Left at the airport on Deinhard Lane, Right on Rio Vista Blvd"	"Welcome to your serene retreat in the heart of McCall. This single-level home, nestled within the city limits, offers the perfect combination of convenience and tranquility. Just minutes from downtown, Payette Lake, and the slopes of Brundage Mountain, this property invites you to embrace the coveted McCall lifestyle.  Featuring 3 bedrooms and 2 bathrooms, this home provides a comfortable and inviting living space.  The oversized 2 car garage ensures ample parking and storage, catering to our practical needs in this mountain paradise. Situated on an expansive 2.84 acre lot, this property is a dream for horse enthusiasts, offering an opportunity for horse ownership within the city limits. The spacious grounds provide endless possibilities for outdoor activities, gardening, or simply relishing the breathtaking natural surroundings. Don't miss the chance to make this mountain retreat your own - a place where the beauty of nature meets the comfort of home. "	"Property is divisible please check with the City of McCall for details.  Home is vacant please show anytime.  When showing (1) please ensure the door from the house to the garage is locked when leaving and (2) please ensure the door from the mud room into the house stays OPEN. Escrow has been opened with Katie Dodge at Title One. Thank you!"	""	"735000"	"3/22/2024"	"42"	"RR"
"540680"	"P"	"2549900"	"2549900"	"67"	"Ponderosa Ridge Court"	""	""	"Donnelly"	"ID"	"83615"	"Tamarack Resort Planned Unit Development Phase 3.2"	"20"	"10"	"Valley"	"Tamarack"	"RP007270200120"	""	"8552.00"	"Yes"	"Yes"	"No"	"8500.00"	""	"No"	""	""	"No"	""	""	"TAMARACK RESORT P.U.D. PHASE 3.2 BLOCK 20 LOT 10 "PONDEROSA RIDGE""	"0.3000"	""	""	"Yes"	"Yes"	""	""	""	""	"4"	"3.5"	"3"	"1"	""	"3364"	"Under Construction"	"Two Stories"	"2024"	""	""	""	""	"Two"	"None"	""	""	"Primary Bedroom on Main, Air Conditioning"	"Golf Course, Lake"	"Frame"	""	""	"Elec Forced Air, Propane Forced Air"	"Dishwasher, Disposal, Microwave, Range/Oven, Refrigerator"	""	"Association"	"Composition"	"NLSD"	""	""	"NLSD"	"Lake Cascade"	"Golf Course, Meadow, Mountains, Wooded, Valley"	"Dock, Golf Course, Lake, Meadow/Valley, Public Lands"	""	"Call Listing Office"	"From West Mountain Road, West on Village Dr, South on Ponderosa Ridge Rd "	"Conveniently located between Lake Cascade and The Village at Tamarack, and adjacent to the Osprey Meadows Golf Course, Ponderosa Ridge is perfectly positioned to take advantage of Tamarackâ€™s 3,600- acre resort backyard. 4BR/3.5BA and 3BR/3.5BA options available, each with a Bonus Room and a 2-car garage. Enjoy all-season recreation and the convenience of maintenance-free living with snow removal, landscaping, and other services managed by the Tamarack Municipal Association.  Sport Membership deposit in the Club at Tamarack is included in the purchase price (Developer to pay membership deposit to The Club). Full Golf Membership is available with this property. Completed construction December 2024. "	""	""	""	""	"140"	"RR"
"540693"	"S"	"795000"	"795000"	"14170"	"Jefferson Road"	""	""	"McCall"	"ID"	"83638"	"Lake Fork Estates"	""	"73"	"Valley"	"McCall East"	"RP001500000730"	""	"1532.36"	"Yes"	"Yes"	"No"	""	""	"No"	""	""	"No"	""	""	"Lake Fork Estates Lot 73"	"1.7400"	""	""	"Yes"	"Yes"	""	"Yes"	"Above Ground"	""	"3"	"2"	"2"	""	""	"1686"	"31 - 50 Years"	"Two Stories"	"1983"	""	""	""	""	"One"	"None"	""	""	"Primary Bedroom on Main, Propane Tank, Vaulted Ceilings, Horses Permitted, Road Frontage"	""	"Log"	""	"Concrete Perimeter"	"Gas Forced Air, Propane, Wall Heater, Wood Stove"	"Dishwasher, Disposal, Dryer, Furniture, Microwave, Range/Oven, Refrigerator, Washer, Window Treatments, Wood Stove"	"220 Volts"	"County"	"Metal"	"Septic Installed"	"Log"	"Level, Road Frontage, Rolling, Wooded"	"Well"	"Lakefork Creek"	"Wooded"	""	"County"	"Call Listing Agent, Notice Required"	"Hwy 55 East on Elo, East on Boulder Creek, North on Jefferson. Property is on the right just past Hancock."	"This Beloved Log Cabin in the woods shines with rustic charm, tranquility, and cozy comfort. Nestled amidst the privacy of towering trees on 1.7 Acres, this cabin has a timeless allure, blending beautifully with its natural surroundings. The cabin features a classic yet sturdy log construction, showing off the beauty of natural wood inside and out. A spacious back porch and an upstairs balcony invite you to unwind, offering serene views of the forest and certainly a glimpse of wildlife. There are vaulted ceilings, a Timberline Wood Stove, tall southern facing windows, open-concept kitchen, living and dining rooms. There are 2 private bedrooms, 2 baths, and a spacious loft w/balcony, currently being used as a 3rd bedroom. (1 Bed + Bath on the Main Level). Sale includes turnkey furnishings and has a great rental history, for those who may want to Air B&B the cabin. Location is perfect - just minutes from Downtown McCall & Payette Lake, you are also close to Boulder Lake trail head, Lake Fork Creek, with multiple local golf courses and ski resorts. It's heaven in the mountains... come find yourself in love! "	"Do not use the front door knob code. The contractor key box code is #6235 with keys for entry to the cabin and the shed. There are several lockboxes... PLEASE look for the one on the inside of the post right of front door."	"Devani Scheidler 971-506-0098"	"750000"	"5/3/2024"	"77"	"RA"
"540711"	"S"	"329999"	"349000"	"519"	"Willie Lane"	""	""	"McCall"	"ID"	"83638"	"Jacobs Manor"	""	"30"	"Valley"	"McCall City"	"RPM04460000300"	""	"1143.42"	"Yes"	"Yes"	"No"	"425.00"	"200.00"	"No"	""	""	"No"	""	""	"JACOB'S MANOR A MOBILE HOME SUBDIVISION LOT 30 1993 NASHUA 26X40 M.H. SER # NNID32046XU"	"0.1326"	"55"	"105"	"Yes"	"Yes"	"Underground"	"Yes"	"Above Ground"	"Leased"	"3"	"2"	""	""	""	"1040"	"31 - 50 Years"	"Single Level"	"1993"	""	""	"No"	"Yes"	"None"	"None"	""	"Personal property"	"Primary Bedroom on Main, Propane Tank, Fuel Tank Above Ground"	""	"Manufactured"	""	"Concrete Perimeter"	"Propane Forced Air"	"Dishwasher, Dryer, Microwave, Range/Oven, Refrigerator, Washer, Window Treatments"	"110 Volts, 220 Volts"	"Association"	"Metal"	"PLSWD"	"Composite"	"Level"	"Public"	""	""	""	""	"Call Listing Agent, Notice Required"	"HWY 55 E on Jacobs, right on Virginia, left on Willie"	"Great price on this perfect starter home or long term rental. 3 bedroom 2 bath home with updated flooring located right in McCall. Home has nice large enclosed entry porch and extra deck area plus storage shed (8X11). Room to add a garage on this open, level lot. Best priced home on the market! "	"Tenants request 36 hr notice. Being sold AS IS, needs repairs, please see Seller Disclosure; Qualifies for Rehab Loan (call LA for details)BTVAI"	""	"320000"	"5/1/2024"	"66"	"RR"
"540729"	"S"	"1199000"	"1199000"	"5"	"Cranesbill Circle"	""	""	"McCall"	"ID"	"83638"	"Blackhawk on the River 1"	""	"24"	"Valley"	"McCall West"	"RP00705007024A"	""	"535.84"	"Yes"	"Yes"	"No"	"2760.00"	"575.00"	"No"	""	""	"No"	""	""	"Blackhawk on the River (1, 2 and 3) Lot 24 Block VII"	"0.5340"	""	""	"Yes"	"Yes"	"Underground"	"Yes"	"Underground"	"Owned"	"3"	"2.5"	"2"	"1"	""	"2415"	"< 1 Year"	"Single Level"	"2023"	"No"	""	"No"	""	"Two"	"None"	""	"Seller's personal property, furniture, hot tub, Traeger smoker, barrel sauna, listing agent's staging items. "	"Primary Bedroom on Main, Propane Tank, Vaulted Ceilings, Fuel Tank Below Ground, Air Conditioning, Road Frontage, Other"	"Lake"	"Frame"	"None"	"Concrete Perimeter"	"Propane Forced Air"	"Dishwasher, Disposal, Dryer, Microwave, Range/Oven, Refrigerator, Washer, Window Treatments"	"110 Volts, 220 Volts"	"Association"	"Composition, Metal"	"Community"	"Wood Siding"	"Level, Water Front"	"Community"	"Blackmare Lake, Payette River"	"Lake, Meadow, Mountains"	"Community Pool, Lake, River/Creek"	"County"	"Call Listing Agent, Notice Required"	"Highway 55, W on Deinhard, left on W Valley Rd, right on W Mountain Rd, from the south entrance, turn left on Fawnlily, left on Cranesbill Cir."	"Newer home located on Blackmare Lake in the gated community of Blackhawk on the River! Step inside to discover an inviting open floor plan bathed in natural light, accentuated by vaulted ceilings, beautiful white oak flooring, quartzite counters and tasteful modern finishes throughout. The living area seamlessly connects to the dining and kitchen spaces, creating a versatile environment for both relaxation and entertaining. The heart of the home, the gourmet kitchen, is a chefâ€™s delight with a pro-style range, soft-close cabinets, built-in paneled refrigerator, and a generous center island perfect for meal preparation and casual dining. The adjacent butlerâ€™s pantry provides additional storage as well as the microwave and built-in ice maker. The serene primary suite offers a spacious closet and an ensuite bath with tile flooring, quartzite counters, tiled shower, and dual vanity sinks. The additional 2 bedrooms and 1.5 baths provide ample space for guests, each designed with comfort and privacy in mind. Residents of Blackhawk on the River enjoy access to an array of amenities, including the community clubhouse, scenic walking trails and access to the Payette River. "	"Newer property, taxes have not been established yet and are based on land only. Furniture is negotiable and may be purchased with a separate Bill of Sale outside of the contract. Call or text listing agent, Jennifer, for door access code and gate code. Please remove shoes and do not lock the door going into the house from the garage. Tesla charging station in garage. WiFi thermostat. No landscaping. Land scaping plans have been approved by the HOA. BATVAI"	"Man Door Code: 7308"	"1235000"	"5/16/2024"	"76"	"RR"
"540733"	"P"	"1295000"	"1295000"	"1535"	"Majestic View Drive"	""	""	"McCall"	"ID"	"83638"	"Aspen Ridge 2"	""	"60"	"Valley"	"McCall City"	"RPM05090000600"	""	"5581.62"	"Yes"	"Yes"	"No"	"75.00"	"0.00"	"No"	""	""	"No"	""	""	"Aspen Ridge Subdivision II, Lot 60"	"0.4730"	""	""	"Yes"	"Yes"	"Underground"	"Yes"	"Above Ground"	"Leased"	"3"	"3"	""	""	""	"2811"	"11 - 20 Years"	"Two Stories"	"2013"	""	""	"No"	""	"Three"	"None"	""	"Seller's and/or renter's personal items."	"Propane Tank, Sprinkler System, Vaulted Ceilings, Fuel Tank Above Ground, Air Conditioning, Road Frontage, Central Air"	""	"Frame, Masonry"	""	"Concrete Perimeter"	"Fireplace Insert, Heat Pump, Propane, Propane Fire Place, Propane Forced Air"	"Dishwasher, Disposal, Dryer, Microwave, Range/Oven, Refrigerator, Washer, Window Treatments"	"110 Volts, 220 Volts"	"City"	"Composition"	"City"	"Wood Siding"	"Level, Road Frontage, Wooded"	"Public"	""	"Wooded"	""	"Res - 4 Homes/Ac"	"Call Listing Agent"	"Spring Mountain Ranch Blvd, Right on Majestic View Drive, drive uphill on the left."	"McCall Mountain Retreat! Beautiful 3BR, 3BA, home in a picture-perfect setting surrounded by aspens & pines. Enjoy all the comforts of home including granite counters, SS appliances, hardwood, tile, carpet, kitchen island/breakfast bar, pantry, propane fireplace & dual-zone WIFI furnace & air conditioning. Covered deck w/privacy & seclusion. This COMPLETELY FURNISHED home has a relaxing mountain dÃ©cor. Master suite offers a dual vanity, soaker tub & tile shower. Extra sleeping available in the REC ROOM w/bunk beds, plus a LOFT w/sleeper sofa which can easily be converted to a legal bedroom.  Utility/mud rm w/sink. Att. 3 car gar. Paved circular driveway w/parking. Minutes to McCall area activities including boating, fishing, swimming, kayaking, hiking, golfing, biking, dining/shopping, snowmobiling, Alpine/Nordic skiing, snowboarding, sledding, ice skating, hockey, and a skate park, just to name a few! Close to town, Ponderosa State Park, and the area lakes & ski resorts.  Rentals ok.  View 3D tour."	"Vacation rental, call listing agent(s) to schedule showings. NO showings are allowed during rental periods. Seller to preform a 1031 Exchange at no cost to Buyer.  Personal property (furniture/furnishings/decor) to be included in the sale as a convenience to the seller and will be conveyed to the Buyer at no value and by separate bill of sale at closing. 3rd BR has no closet. Loft can easily be converted to a legal bedroom per house plans by adding walls and a door."	""	""	""	"123"	"RR"
"540810"	"S"	"799000"	"799000"	"358"	"Veronica Street"	""	""	"McCall"	"ID"	"83638"	"Broken Ridge"	"1"	"6"	"Valley"	"McCall City"	"RPM05080010060"	""	"3861.38"	"Yes"	"No"	"No"	""	""	"No"	""	""	"No"	""	""	"Broken ridge Subdivision Lot 6 Block 1"	"0.4200"	""	""	"Yes"	"Yes"	""	"Yes"	"Above Ground"	"Leased"	"3"	"2.5"	"2"	"1"	""	"2211"	"11 - 20 Years"	"Single Level"	"2004"	"No"	""	""	""	"Two"	"None"	""	"Sellers Personal Items"	"Primary Bedroom on Main, Propane Tank, Vaulted Ceilings, Road Frontage"	""	"Frame"	"None"	"Concrete Perimeter"	"Elec Forced Air, Fireplace Insert"	"Dishwasher, Disposal, Dryer, Furniture, Microwave, Range/Oven, Refrigerator, Washer, Window Treatments"	""	""	"Composition"	"City"	"Wood Siding"	"Level"	"Public"	"Payette Lake"	"Wooded"	""	""	"Call Listing Agent"	"Hwy 55 to W on Deinhard, W on Veronica, Home on Left Corner of Veronica and Boydstun"	"You'll feel at home as soon as you enter this turnkey, quintessential, quality built McCall cabin. Just minutes to the lake and Shore lodge, but surrounded by trees for privacy. The open concept design of this captivating 3-bedroom, 2.5-bathroom radiates natural light, cathedral ceilings, and plenty of room to gather family and friends. The roomy kitchen is a delicious concoction of inspiring counter space and major appliances. The ensuite primary bedroom, conveniently located on the main-floor, is well-designed and  spacious. In addition to the convenience of the private bathroom with jacuzzi tub,  you will find plenty of walk-in closet space and private access to the back paver patio. The other 2 expansive bedrooms also offer the convenience of ground floor accessibility and share a bath. The washer and dryer are conveniently located with access to the garage and outdoor side patio. The 2 attached 2 car garage is extra deep to allow parking for trailers. The .42 acre lot has plenty of room for parking of your toys, or larger lawn.  Make this your McCall outdoor destination!"	"Home is Vacation Rental, please call or text agent for availability or door code. AVAILABLE DATES 03/21-03/26. Sellers chose to conduct a pre listing Inspection, very clean. Can be produced upon offer. Photos taken before winter, tour taken during winter months."	""	"804000"	"4/29/2024"	"40"	"RR"
